Bus_ID,Operator,Route_ID,From_City,To_City,Bus_Name,Bus_Type,Departure_Time,Arrival_Time,Duration,Distance_KM,Fare,Boarding_Point,Dropping_Point,Seats,Available_Seats,Amenities,Running_Days,Rating
BUS0396,Rainbow Coaches,R001,Chennai,Madurai,Rainbow Coaches Express,Non AC Seater,15:30,20:45,5h 15m,460,1360,Vandalur,Anna Nagar,36,19,"Charging,Reading Light",Weekdays,3.8
BUS0397,Prime Bus,R007,Chennai,Tirunelveli,Prime Bus Express,BharatBenz Sleeper,11:45,19:15,7h 30m,630,1636,Vandalur,Junction,45,19,"AC,Live Tracking",Weekdays,4.9
BUS0398,Prime Bus,R013,Chennai,Puducherry,Prime Bus Express,Volvo Multi Axle,10:45,19:45,9h 0m,170,597,Vandalur,New Bus Stand,45,19,"Luxury Seat,WiFi",Daily,4.7
BUS0399,SkyBus,R013,Chennai,Puducherry,SkyBus Express,AC Sleeper,12:45,20:15,7h 30m,170,529,Tambaram,New Bus Stand,40,16,"AC,Blanket,Pillow",Weekdays,4.2
BUS0400,Star Line,R023,Puducherry,Chennai,Star Line Express,Volvo Multi Axle,09:15,20:00,10h 45m,170,773,New Bus Stand,Koyambedu,40,20,"Luxury Seat,WiFi",Daily,4.2
BUS0401,Metro Connect,R013,Chennai,Puducherry,Metro Connect Express,AC Sleeper,17:15,23:45,6h 30m,170,696,Perungalathur,New Bus Stand,45,30,"Blanket,Pillow,Water",Weekdays,3.9
BUS0402,SkyBus,R021,Tirunelveli,Chennai,SkyBus Express,Semi Sleeper,22:45,09:15,10h 30m,630,1492,New Bus Stand,Tambaram,40,30,"AC,Blanket,Pillow",Weekends,4.6
BUS0403,Star Line,R014,Chennai,Hosur,Star Line Express,Semi Sleeper,21:15,04:15,7h 0m,310,976,Chengalpattu,Bus Stand,40,9,"AC,Blanket,Pillow",Weekends,4.5
BUS0404,Southern Express,R024,Bengaluru,Chennai,Southern Express Express,AC Seater,02:30,09:00,6h 30m,345,981,Electronic City,Koyambedu,45,11,"AC,WiFi,Charging",Weekends,4.7
BUS0405,Southern Express,R021,Tirunelveli,Chennai,Southern Express Express,BharatBenz Sleeper,08:15,17:00,8h 45m,630,1644,New Bus Stand,Perungalathur,40,18,"Luxury Seat,WiFi",Weekdays,4.9
BUS0406,Blue Bird,R007,Chennai,Tirunelveli,Blue Bird Express,BharatBenz Sleeper,06:30,16:30,10h 0m,630,1498,Perungalathur,Junction,36,18,"Charging,Reading Light",Weekends,4.7
BUS0407,Blue Bird,R020,Trichy,Chennai,Blue Bird Express,Volvo Multi Axle,12:00,22:15,10h 15m,330,987,Central Bus Stand,Perungalathur,45,18,"AC,WiFi,Charging",Weekends,4.8
BUS0408,Blue Bird,R017,Madurai,Chennai,Blue Bird Express,Semi Sleeper,23:45,08:00,8h 15m,460,1187,Periyar Bus Stand,Guindy,40,1,"AC,Blanket,Pillow",Daily,4.8
BUS0409,Fast Wheels,R020,Trichy,Chennai,Fast Wheels Express,Semi Sleeper,22:00,04:00,6h 0m,330,1062,Central Bus Stand,Koyambedu,45,29,"Charging,Reading Light",Daily,4.8
BUS0410,Fast Wheels,R025,Tirupati,Chennai,Fast Wheels Express,BharatBenz Sleeper,06:45,11:00,4h 15m,150,531,Central Bus Stand,Koyambedu,40,16,"Charging,Reading Light",Daily,4.0
BUS0411,Comfort Bus,R014,Chennai,Hosur,Comfort Bus Express,Volvo Multi Axle,22:15,05:00,6h 45m,310,804,Vandalur,Bus Stand,40,6,"Charging,Reading Light",Weekends,4.6
BUS0412,City Link,R023,Puducherry,Chennai,City Link Express,Non AC Sleeper,01:15,13:45,12h 30m,170,516,New Bus Stand,Tambaram,40,13,"Luxury Seat,WiFi",Weekends,3.9
BUS0413,Elite Travels,R005,Chennai,Erode,Elite Travels Express,Volvo Multi Axle,18:30,04:30,10h 0m,400,1223,Vandalur,Central Bus Stand,45,15,"GPS,USB Charging",Daily,4.2
BUS0414,Rainbow Coaches,R005,Chennai,Erode,Rainbow Coaches Express,Semi Sleeper,18:45,04:15,9h 30m,400,1199,Vandalur,Central Bus Stand,40,25,"Luxury Seat,WiFi",Weekends,4.7
BUS0415,Metro Connect,R007,Chennai,Tirunelveli,Metro Connect Express,BharatBenz Sleeper,17:15,21:30,4h 15m,630,1579,Guindy,New Bus Stand,40,32,"Charging,Reading Light",Weekends,4.1
BUS0416,Elite Travels,R013,Chennai,Puducherry,Elite Travels Express,Luxury Sleeper,15:30,19:45,4h 15m,170,559,Guindy,New Bus Stand,45,2,"AC,WiFi,Charging",Weekends,4.1
BUS0417,Galaxy Bus,R018,Coimbatore,Chennai,Galaxy Bus Express,Non AC Sleeper,14:30,23:00,8h 30m,510,1488,Gandhipuram,Tambaram,40,7,"WiFi,Charging,Water",Weekdays,4.4
BUS0418,Elite Travels,R004,Chennai,Salem,Elite Travels Express,Volvo Multi Axle,12:30,01:15,12h 45m,345,1027,Chengalpattu,New Bus Stand,36,29,"GPS,USB Charging",Daily,4.1
BUS0419,Comfort Bus,R012,Chennai,Karaikudi,Comfort Bus Express,Semi Sleeper,08:45,18:30,9h 45m,410,1105,Guindy,Bus Stand,45,8,"AC,Blanket,Pillow",Daily,4.0
BUS0420,Sunrise Coaches,R016,Chennai,Tirupati,Sunrise Coaches Express,BharatBenz Sleeper,16:00,21:15,5h 15m,150,689,Koyambedu,Central Bus Stand,45,19,"Luxury Seat,WiFi",Daily,4.8
BUS0421,Southern Express,R005,Chennai,Erode,Southern Express Express,AC Seater,15:45,01:30,9h 45m,400,1031,Tambaram,Central Bus Stand,45,13,"Charging,Reading Light",Weekends,4.3
BUS0422,Blue Bird,R020,Trichy,Chennai,Blue Bird Express,Non AC Seater,03:45,07:00,3h 15m,330,914,Chathiram Bus Stand,Tambaram,36,36,"AC,Blanket,Pillow",Weekends,3.9
BUS0423,Express King,R008,Chennai,Nagercoil,Express King Express,AC Sleeper,13:15,22:45,9h 30m,705,1727,Vandalur,Vadasery Bus Stand,45,23,"WiFi,Charging,Water",Daily,4.2
BUS0424,Metro Connect,R005,Chennai,Erode,Metro Connect Express,Luxury Sleeper,05:00,12:00,7h 0m,400,1209,Koyambedu,Central Bus Stand,40,17,"AC,WiFi,Charging",Weekdays,3.9
BUS0425,Happy Journey,R019,Salem,Chennai,Happy Journey Express,Luxury Sleeper,06:30,18:45,12h 15m,345,1119,New Bus Stand,Tambaram,45,2,"Charging,Reading Light",Daily,4.0
BUS0426,Prime Bus,R002,Chennai,Coimbatore,Prime Bus Express,Luxury Sleeper,03:00,14:30,11h 30m,510,1366,Guindy,Ukkadam,40,34,"Charging,Reading Light",Weekdays,4.2
BUS0427,Smart Coach,R001,Chennai,Madurai,Smart Coach Express,Non AC Sleeper,01:45,10:15,8h 30m,460,1187,Chengalpattu,Periyar Bus Stand,40,31,"Charging,Reading Light",Daily,4.8
BUS0428,Royal Rider,R025,Tirupati,Chennai,Royal Rider Express,Semi Sleeper,16:45,01:45,9h 0m,150,511,Central Bus Stand,Tambaram,45,33,"AC,Live Tracking",Weekends,4.9
BUS0429,Southern Express,R007,Chennai,Tirunelveli,Southern Express Express,Volvo Multi Axle,11:15,21:30,10h 15m,630,1592,Chengalpattu,New Bus Stand,36,12,"GPS,USB Charging",Weekends,4.3
BUS0430,City Link,R011,Chennai,Dindigul,City Link Express,AC Seater,19:45,04:00,8h 15m,420,1315,Vandalur,Bus Stand,40,8,"GPS,USB Charging",Weekends,4.5
BUS0431,City Link,R022,Nagercoil,Chennai,City Link Express,AC Seater,01:15,06:15,5h 0m,705,1722,Vadasery Bus Stand,Perungalathur,45,22,"GPS,USB Charging",Weekends,4.5
BUS0432,Smart Coach,R017,Madurai,Chennai,Smart Coach Express,Non AC Seater,15:15,00:00,8h 45m,460,1303,Mattuthavani,Vandalur,40,20,"AC,Live Tracking",Daily,3.9
BUS0433,Metro Connect,R004,Chennai,Salem,Metro Connect Express,Semi Sleeper,14:30,23:00,8h 30m,345,1074,Chengalpattu,New Bus Stand,45,1,"AC,WiFi,Charging",Daily,4.8
BUS0434,SkyBus,R006,Chennai,Tiruppur,SkyBus Express,BharatBenz Sleeper,21:00,03:00,6h 0m,475,1173,Vandalur,Avinashi,36,4,"AC,Live Tracking",Weekdays,4.1
BUS0435,Elite Travels,R023,Puducherry,Chennai,Elite Travels Express,Volvo Multi Axle,03:00,12:00,9h 0m,170,506,New Bus Stand,Koyambedu,36,25,"Charging,Reading Light",Weekends,4.5
BUS0436,Golden Route,R013,Chennai,Puducherry,Golden Route Express,AC Sleeper,16:00,22:45,6h 45m,170,760,Koyambedu,New Bus Stand,40,1,"Blanket,Pillow,Water",Weekends,4.7
BUS0437,Express King,R014,Chennai,Hosur,Express King Express,AC Seater,22:45,07:00,8h 15m,310,980,Vandalur,Bus Stand,45,35,"WiFi,Charging,Water",Weekdays,4.1
BUS0438,Sunrise Coaches,R023,Puducherry,Chennai,Sunrise Coaches Express,Non AC Sleeper,02:15,11:45,9h 30m,170,494,New Bus Stand,Perungalathur,40,3,"AC,Blanket,Pillow",Daily,4.3
BUS0439,Comfort Bus,R001,Chennai,Madurai,Comfort Bus Express,AC Seater,07:00,15:45,8h 45m,460,1226,Vandalur,Mattuthavani Bus Stand,36,32,"Blanket,Pillow,Water",Weekends,4.0
BUS0440,Smart Coach,R014,Chennai,Hosur,Smart Coach Express,AC Seater,19:45,05:45,10h 0m,310,867,Koyambedu,Bus Stand,45,22,"WiFi,Charging,Water",Daily,4.3
BUS0441,Sunrise Coaches,R025,Tirupati,Chennai,Sunrise Coaches Express,AC Seater,22:15,02:45,4h 30m,150,642,Central Bus Stand,Vandalur,40,23,"WiFi,Charging,Water",Daily,4.4
BUS0442,Prime Bus,R013,Chennai,Puducherry,Prime Bus Express,Volvo Multi Axle,00:45,05:15,4h 30m,170,699,Tambaram,New Bus Stand,45,30,"Blanket,Pillow,Water",Weekdays,4.0
BUS0443,Rainbow Coaches,R015,Chennai,Bengaluru,Rainbow Coaches Express,Semi Sleeper,03:00,13:30,10h 30m,345,1052,Koyambedu,Kempegowda Bus Station,45,4,"Charging,Reading Light",Weekends,4.5
BUS0444,Comfort Bus,R007,Chennai,Tirunelveli,Comfort Bus Express,BharatBenz Sleeper,16:15,19:15,3h 0m,630,1663,Perungalathur,New Bus Stand,36,13,"Charging,Reading Light",Weekends,3.9
BUS0445,GreenLine Travels,R025,Tirupati,Chennai,GreenLine Travels Express,Non AC Seater,12:15,17:45,5h 30m,150,479,Central Bus Stand,Tambaram,36,31,"Luxury Seat,WiFi",Weekdays,4.0
BUS0446,Express King,R012,Chennai,Karaikudi,Express King Express,Luxury Sleeper,13:30,01:45,12h 15m,410,1004,Guindy,Bus Stand,36,4,"WiFi,Charging,Water",Daily,4.9
BUS0447,GreenLine Travels,R007,Chennai,Tirunelveli,GreenLine Travels Express,Luxury Sleeper,00:45,06:15,5h 30m,630,1535,Koyambedu,New Bus Stand,45,28,"GPS,USB Charging",Weekdays,4.0
BUS0448,SkyBus,R008,Chennai,Nagercoil,SkyBus Express,AC Seater,05:00,08:15,3h 15m,705,1791,Vandalur,Vadasery Bus Stand,40,8,"Charging,Reading Light",Weekends,4.6
BUS0449,Sunrise Coaches,R019,Salem,Chennai,Sunrise Coaches Express,Volvo Multi Axle,16:45,00:15,7h 30m,345,1060,Old Bus Stand,Guindy,40,7,"AC,Live Tracking",Daily,4.3
BUS0450,Victory Travels,R020,Trichy,Chennai,Victory Travels Express,Non AC Sleeper,01:45,14:30,12h 45m,330,957,Central Bus Stand,Guindy,36,15,"WiFi,Charging,Water",Weekends,4.8
BUS0451,Prime Bus,R003,Chennai,Trichy,Prime Bus Express,Luxury Sleeper,15:00,20:45,5h 45m,330,976,Tambaram,Srirangam,45,8,"Blanket,Pillow,Water",Daily,4.3
BUS0452,Happy Journey,R005,Chennai,Erode,Happy Journey Express,Semi Sleeper,06:15,11:30,5h 15m,400,1057,Chengalpattu,Central Bus Stand,36,23,"AC,Live Tracking",Weekends,4.1
BUS0453,Express King,R006,Chennai,Tiruppur,Express King Express,Volvo Multi Axle,10:15,14:45,4h 30m,475,1383,Perungalathur,New Bus Stand,45,2,"AC,Live Tracking",Weekends,4.3
BUS0454,Galaxy Bus,R006,Chennai,Tiruppur,Galaxy Bus Express,AC Sleeper,09:00,16:45,7h 45m,475,1399,Koyambedu,New Bus Stand,36,15,"Charging,Reading Light",Daily,4.1
BUS0455,Express King,R001,Chennai,Madurai,Express King Express,Semi Sleeper,12:00,16:15,4h 15m,460,1116,Vandalur,Mattuthavani Bus Stand,45,4,"Charging,Reading Light",Daily,4.3
BUS0456,Star Line,R007,Chennai,Tirunelveli,Star Line Express,Non AC Sleeper,16:45,02:15,9h 30m,630,1725,Vandalur,New Bus Stand,36,29,"Blanket,Pillow,Water",Weekdays,4.0
BUS0457,Sunrise Coaches,R014,Chennai,Hosur,Sunrise Coaches Express,BharatBenz Sleeper,13:00,20:30,7h 30m,310,820,Guindy,Bus Stand,45,34,"AC,Blanket,Pillow",Weekdays,3.9
BUS0458,Galaxy Bus,R022,Nagercoil,Chennai,Galaxy Bus Express,BharatBenz Sleeper,03:45,11:00,7h 15m,705,1746,Vadasery Bus Stand,Tambaram,40,30,"WiFi,Charging,Water",Daily,3.9
BUS0459,Southern Express,R020,Trichy,Chennai,Southern Express Express,AC Sleeper,16:45,03:00,10h 15m,330,985,Central Bus Stand,Tambaram,40,26,"Charging,Reading Light",Weekdays,4.6
BUS0460,City Link,R016,Chennai,Tirupati,City Link Express,Non AC Sleeper,04:30,14:15,9h 45m,150,442,Perungalathur,Central Bus Stand,40,7,"Charging,Reading Light",Daily,4.8
BUS0461,Elite Travels,R006,Chennai,Tiruppur,Elite Travels Express,BharatBenz Sleeper,12:45,18:45,6h 0m,475,1151,Chengalpattu,Avinashi,36,25,"AC,Live Tracking",Weekends,4.8
BUS0462,Metro Connect,R011,Chennai,Dindigul,Metro Connect Express,Luxury Sleeper,02:45,08:45,6h 0m,420,1091,Koyambedu,Bus Stand,45,34,"AC,Blanket,Pillow",Daily,4.4
BUS0463,Rainbow Coaches,R004,Chennai,Salem,Rainbow Coaches Express,Semi Sleeper,22:15,05:00,6h 45m,345,1139,Chengalpattu,New Bus Stand,36,22,"AC,Blanket,Pillow",Daily,4.4
BUS0464,Elite Travels,R009,Chennai,Kanyakumari,Elite Travels Express,AC Seater,18:30,02:00,7h 30m,710,1696,Perungalathur,Bus Stand,36,17,"GPS,USB Charging",Weekdays,4.8
BUS0465,Metro Connect,R022,Nagercoil,Chennai,Metro Connect Express,AC Seater,10:15,18:30,8h 15m,705,1749,Vadasery Bus Stand,Guindy,40,33,"Blanket,Pillow,Water",Weekdays,4.5
BUS0466,Smart Coach,R007,Chennai,Tirunelveli,Smart Coach Express,BharatBenz Sleeper,14:45,21:00,6h 15m,630,1585,Tambaram,Junction,40,36,"AC,WiFi,Charging",Daily,4.6
BUS0467,City Link,R011,Chennai,Dindigul,City Link Express,AC Sleeper,09:30,15:00,5h 30m,420,1143,Guindy,Bus Stand,36,1,"AC,Live Tracking",Daily,3.8
BUS0468,Southern Express,R015,Chennai,Bengaluru,Southern Express Express,Volvo Multi Axle,13:15,18:15,5h 0m,345,993,Vandalur,Kempegowda Bus Station,45,17,"GPS,USB Charging",Weekdays,4.8
BUS0469,Star Line,R022,Nagercoil,Chennai,Star Line Express,Non AC Sleeper,16:45,21:45,5h 0m,705,1840,Vadasery Bus Stand,Tambaram,45,7,"AC,WiFi,Charging",Weekends,4.4
BUS0470,Blue Bird,R009,Chennai,Kanyakumari,Blue Bird Express,Non AC Seater,21:30,04:15,6h 45m,710,1962,Chengalpattu,Bus Stand,45,12,"Charging,Reading Light",Weekends,4.5
BUS0471,Comfort Bus,R017,Madurai,Chennai,Comfort Bus Express,Semi Sleeper,23:30,07:45,8h 15m,460,1266,Periyar Bus Stand,Guindy,40,32,"AC,WiFi,Charging",Weekdays,4.7
BUS0472,Fast Wheels,R021,Tirunelveli,Chennai,Fast Wheels Express,Luxury Sleeper,02:00,12:45,10h 45m,630,1596,New Bus Stand,Tambaram,45,22,"AC,Blanket,Pillow",Daily,4.2
BUS0473,Galaxy Bus,R001,Chennai,Madurai,Galaxy Bus Express,Non AC Seater,13:00,22:30,9h 30m,460,1134,Perungalathur,Mattuthavani Bus Stand,45,16,"AC,WiFi,Charging",Weekdays,3.8
BUS0474,Golden Route,R022,Nagercoil,Chennai,Golden Route Express,Luxury Sleeper,13:15,19:30,6h 15m,705,1773,Vadasery Bus Stand,Tambaram,40,27,"GPS,USB Charging",Weekdays,3.8
BUS0475,Fast Wheels,R017,Madurai,Chennai,Fast Wheels Express,Luxury Sleeper,06:30,11:15,4h 45m,460,1205,Periyar Bus Stand,Perungalathur,40,15,"WiFi,Charging,Water",Weekdays,4.8
BUS0476,Sunrise Coaches,R010,Chennai,Thanjavur,Sunrise Coaches Express,BharatBenz Sleeper,20:30,06:15,9h 45m,350,1088,Koyambedu,New Bus Stand,40,1,"AC,Blanket,Pillow",Daily,4.2
BUS0477,City Link,R020,Trichy,Chennai,City Link Express,BharatBenz Sleeper,23:15,06:30,7h 15m,330,935,Chathiram Bus Stand,Vandalur,36,29,"Charging,Reading Light",Weekends,4.2
BUS0478,Comfort Bus,R017,Madurai,Chennai,Comfort Bus Express,AC Sleeper,11:15,15:15,4h 0m,460,1381,Mattuthavani,Perungalathur,45,7,"Blanket,Pillow,Water",Daily,4.8
BUS0479,Galaxy Bus,R010,Chennai,Thanjavur,Galaxy Bus Express,BharatBenz Sleeper,01:15,08:30,7h 15m,350,903,Perungalathur,New Bus Stand,45,32,"Blanket,Pillow,Water",Weekends,4.2
BUS0480,SkyBus,R006,Chennai,Tiruppur,SkyBus Express,Volvo Multi Axle,17:15,20:45,3h 30m,475,1153,Vandalur,New Bus Stand,36,5,"Blanket,Pillow,Water",Daily,4.2
BUS0481,Royal Rider,R012,Chennai,Karaikudi,Royal Rider Express,Volvo Multi Axle,11:30,23:15,11h 45m,410,1169,Perungalathur,Bus Stand,40,15,"Blanket,Pillow,Water",Weekdays,4.9
BUS0482,Southern Express,R001,Chennai,Madurai,Southern Express Express,AC Seater,08:30,17:00,8h 30m,460,1155,Guindy,Periyar Bus Stand,45,2,"Blanket,Pillow,Water",Daily,5.0
BUS0483,Blue Bird,R001,Chennai,Madurai,Blue Bird Express,Semi Sleeper,20:00,23:30,3h 30m,460,1174,Guindy,Anna Nagar,45,14,"Charging,Reading Light",Weekends,4.8
BUS0484,Golden Route,R002,Chennai,Coimbatore,Golden Route Express,Semi Sleeper,10:45,14:15,3h 30m,510,1384,Koyambedu,Singanallur,40,31,"AC,Blanket,Pillow",Weekdays,4.6
BUS0485,Metro Connect,R022,Nagercoil,Chennai,Metro Connect Express,BharatBenz Sleeper,15:45,02:15,10h 30m,705,1872,Vadasery Bus Stand,Vandalur,45,27,"Luxury Seat,WiFi",Weekdays,4.9
BUS0486,Metro Connect,R023,Puducherry,Chennai,Metro Connect Express,Non AC Seater,01:15,11:00,9h 45m,170,496,New Bus Stand,Guindy,45,26,"AC,Blanket,Pillow",Daily,4.6
BUS0487,Happy Journey,R002,Chennai,Coimbatore,Happy Journey Express,Luxury Sleeper,23:00,09:15,10h 15m,510,1431,Vandalur,Singanallur,40,30,"Luxury Seat,WiFi",Daily,3.9
BUS0488,Metro Connect,R003,Chennai,Trichy,Metro Connect Express,AC Sleeper,03:15,14:00,10h 45m,330,846,Tambaram,Chathiram Bus Stand,36,1,"AC,Blanket,Pillow",Weekends,4.3
BUS0489,Galaxy Bus,R006,Chennai,Tiruppur,Galaxy Bus Express,AC Sleeper,14:00,23:30,9h 30m,475,1282,Perungalathur,New Bus Stand,45,12,"AC,WiFi,Charging",Weekdays,4.0
BUS0490,Southern Express,R018,Coimbatore,Chennai,Southern Express Express,Non AC Seater,20:15,06:00,9h 45m,510,1507,Ukkadam,Perungalathur,40,5,"AC,Blanket,Pillow",Weekdays,4.8
BUS0491,Smart Coach,R016,Chennai,Tirupati,Smart Coach Express,Volvo Multi Axle,18:30,07:00,12h 30m,150,538,Tambaram,Central Bus Stand,45,7,"AC,Live Tracking",Weekdays,4.3
BUS0492,City Link,R021,Tirunelveli,Chennai,City Link Express,Non AC Sleeper,01:15,04:15,3h 0m,630,1493,New Bus Stand,Guindy,36,22,"Charging,Reading Light",Weekdays,4.3
BUS0493,Star Line,R013,Chennai,Puducherry,Star Line Express,AC Seater,07:00,15:30,8h 30m,170,586,Tambaram,New Bus Stand,40,23,"Charging,Reading Light",Weekends,4.7
BUS0494,Metro Connect,R008,Chennai,Nagercoil,Metro Connect Express,Luxury Sleeper,07:45,19:45,12h 0m,705,1652,Koyambedu,Vadasery Bus Stand,36,3,"Blanket,Pillow,Water",Weekends,5.0
BUS0495,City Link,R016,Chennai,Tirupati,City Link Express,AC Sleeper,19:30,05:00,9h 30m,150,642,Guindy,Central Bus Stand,36,27,"Blanket,Pillow,Water",Weekends,3.8
BUS0496,Sunrise Coaches,R023,Puducherry,Chennai,Sunrise Coaches Express,BharatBenz Sleeper,05:30,17:30,12h 0m,170,500,New Bus Stand,Koyambedu,40,6,"AC,Blanket,Pillow",Daily,4.5
BUS0497,Rainbow Coaches,R010,Chennai,Thanjavur,Rainbow Coaches Express,Semi Sleeper,19:30,23:45,4h 15m,350,1004,Chengalpattu,New Bus Stand,45,26,"AC,WiFi,Charging",Daily,4.5
BUS0498,Prime Bus,R012,Chennai,Karaikudi,Prime Bus Express,Non AC Seater,15:00,03:30,12h 30m,410,1182,Perungalathur,Bus Stand,40,17,"AC,Blanket,Pillow",Weekdays,4.4
BUS0499,Galaxy Bus,R020,Trichy,Chennai,Galaxy Bus Express,Semi Sleeper,12:45,17:45,5h 0m,330,1070,Chathiram Bus Stand,Vandalur,40,10,"AC,Blanket,Pillow",Weekends,4.0
BUS0500,Southern Express,R001,Chennai,Madurai,Southern Express Express,AC Seater,01:30,06:30,5h 0m,460,1320,Chengalpattu,Anna Nagar,45,35,"AC,Live Tracking",Weekdays,3.8
BUS0501,SkyBus,R005,Chennai,Erode,SkyBus Express,BharatBenz Sleeper,22:45,06:45,8h 0m,400,1206,Tambaram,Central Bus Stand,45,11,"GPS,USB Charging",Daily,4.2
BUS0502,Comfort Bus,R011,Chennai,Dindigul,Comfort Bus Express,AC Seater,00:15,04:15,4h 0m,420,1322,Chengalpattu,Bus Stand,40,14,"GPS,USB Charging",Daily,4.3
BUS0503,Happy Journey,R004,Chennai,Salem,Happy Journey Express,Semi Sleeper,04:00,14:15,10h 15m,345,1121,Perungalathur,New Bus Stand,40,26,"Charging,Reading Light",Weekends,4.2
BUS0504,Royal Rider,R017,Madurai,Chennai,Royal Rider Express,Luxury Sleeper,17:15,04:15,11h 0m,460,1236,Periyar Bus Stand,Perungalathur,36,4,"GPS,USB Charging",Daily,4.9
BUS0505,Southern Express,R008,Chennai,Nagercoil,Southern Express Express,Luxury Sleeper,08:00,13:30,5h 30m,705,1819,Guindy,Vadasery Bus Stand,45,22,"WiFi,Charging,Water",Weekdays,3.9
BUS0506,Galaxy Bus,R009,Chennai,Kanyakumari,Galaxy Bus Express,BharatBenz Sleeper,19:15,00:30,5h 15m,710,1771,Tambaram,Bus Stand,45,21,"Charging,Reading Light",Weekends,4.8
BUS0507,Fast Wheels,R004,Chennai,Salem,Fast Wheels Express,Volvo Multi Axle,07:15,19:30,12h 15m,345,876,Tambaram,New Bus Stand,36,33,"WiFi,Charging,Water",Weekdays,4.4
BUS0508,Southern Express,R010,Chennai,Thanjavur,Southern Express Express,AC Sleeper,06:30,13:45,7h 15m,350,1121,Perungalathur,New Bus Stand,40,2,"GPS,USB Charging",Weekends,4.6
BUS0509,Fast Wheels,R003,Chennai,Trichy,Fast Wheels Express,BharatBenz Sleeper,21:00,05:30,8h 30m,330,1100,Tambaram,Central Bus Stand,40,31,"GPS,USB Charging",Daily,4.5
BUS0510,Smart Coach,R015,Chennai,Bengaluru,Smart Coach Express,Non AC Seater,08:00,17:45,9h 45m,345,1089,Vandalur,Electronic City,45,2,"Blanket,Pillow,Water",Daily,4.7
BUS0511,City Link,R018,Coimbatore,Chennai,City Link Express,Volvo Multi Axle,20:30,04:00,7h 30m,510,1435,Ukkadam,Perungalathur,36,6,"Luxury Seat,WiFi",Weekends,4.3
BUS0512,Elite Travels,R020,Trichy,Chennai,Elite Travels Express,Luxury Sleeper,11:15,14:45,3h 30m,330,961,Chathiram Bus Stand,Guindy,40,26,"WiFi,Charging,Water",Weekends,4.0
BUS0513,Smart Coach,R017,Madurai,Chennai,Smart Coach Express,Luxury Sleeper,23:30,05:45,6h 15m,460,1159,Mattuthavani,Perungalathur,45,31,"AC,WiFi,Charging",Weekends,4.5
BUS0514,GreenLine Travels,R007,Chennai,Tirunelveli,GreenLine Travels Express,BharatBenz Sleeper,02:45,15:15,12h 30m,630,1736,Perungalathur,Junction,45,25,"WiFi,Charging,Water",Weekends,4.9
BUS0515,City Link,R024,Bengaluru,Chennai,City Link Express,Non AC Sleeper,21:15,04:45,7h 30m,345,1079,Electronic City,Guindy,36,12,"GPS,USB Charging",Weekends,4.9
BUS0516,Comfort Bus,R009,Chennai,Kanyakumari,Comfort Bus Express,Luxury Sleeper,15:45,20:30,4h 45m,710,1921,Tambaram,Bus Stand,45,7,"WiFi,Charging,Water",Weekdays,4.0
BUS0517,Fast Wheels,R005,Chennai,Erode,Fast Wheels Express,AC Sleeper,04:15,10:15,6h 0m,400,1141,Chengalpattu,Perundurai,45,5,"AC,WiFi,Charging",Weekdays,4.1
BUS0518,Prime Bus,R011,Chennai,Dindigul,Prime Bus Express,BharatBenz Sleeper,09:45,16:45,7h 0m,420,1218,Vandalur,Bus Stand,36,14,"Luxury Seat,WiFi",Weekends,4.1
BUS0519,Smart Coach,R004,Chennai,Salem,Smart Coach Express,BharatBenz Sleeper,21:45,02:15,4h 30m,345,999,Chengalpattu,New Bus Stand,40,14,"Blanket,Pillow,Water",Weekdays,4.4
BUS0520,SkyBus,R006,Chennai,Tiruppur,SkyBus Express,Volvo Multi Axle,00:15,06:30,6h 15m,475,1304,Tambaram,New Bus Stand,36,13,"Luxury Seat,WiFi",Weekdays,4.8
BUS0521,Elite Travels,R015,Chennai,Bengaluru,Elite Travels Express,Semi Sleeper,08:30,12:00,3h 30m,345,972,Chengalpattu,Kempegowda Bus Station,40,13,"AC,WiFi,Charging",Weekends,4.2
BUS0522,Metro Connect,R002,Chennai,Coimbatore,Metro Connect Express,BharatBenz Sleeper,02:45,14:45,12h 0m,510,1436,Chengalpattu,Gandhipuram,40,33,"Luxury Seat,WiFi",Daily,4.4
BUS0523,Victory Travels,R021,Tirunelveli,Chennai,Victory Travels Express,AC Seater,17:30,00:30,7h 0m,630,1744,New Bus Stand,Vandalur,36,32,"AC,WiFi,Charging",Weekends,4.2
BUS0524,Galaxy Bus,R006,Chennai,Tiruppur,Galaxy Bus Express,AC Sleeper,19:45,04:30,8h 45m,475,1378,Tambaram,Avinashi,40,34,"AC,Blanket,Pillow",Weekdays,4.7
BUS0525,Fast Wheels,R023,Puducherry,Chennai,Fast Wheels Express,Non AC Sleeper,00:30,12:30,12h 0m,170,492,New Bus Stand,Koyambedu,45,8,"WiFi,Charging,Water",Weekdays,4.2
BUS0526,Prime Bus,R008,Chennai,Nagercoil,Prime Bus Express,Semi Sleeper,19:45,23:30,3h 45m,705,1730,Tambaram,Vadasery Bus Stand,36,1,"WiFi,Charging,Water",Daily,4.4
BUS0527,Royal Rider,R022,Nagercoil,Chennai,Royal Rider Express,AC Sleeper,00:30,10:00,9h 30m,705,1863,Vadasery Bus Stand,Koyambedu,40,10,"AC,Blanket,Pillow",Daily,4.5
